更新时间: 2026-09-07 00:47:30（北京时间）仅供娱乐，切勿商用。

更新时间,#genre#
2026-09-07 00:47:30,http://kakaxi.indevs.in/Disclaimer.mp4

央视频道,#genre#
CCTV1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=b5f8aa9a4aebb4ae719c5797ae17014b&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260907002042&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=39.103.182.111&SecurityKey=20260907002042&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=918a672724d9aa54486ff744f3b5f89b&ddCalcu=b991v88afay56ab732f742447df9fa6a8544&sv=10004&ct=android$仅供娱乐
CCTV1,https://itv.1920.qzz.io/api/ysp.php?id=cctv1$切勿商用
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=289bb918625651d72f056f28673ba95b&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260907002042&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=39.103.182.111&SecurityKey=20260907002042&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=f00157e1c5ecc2696aae18e5956b3fbe&ddCalcu=efb0vf0a31zb5a675e915ce58e1ceca2a669&sv=10004&ct=android
CCTV2,https://itv.1920.qzz.io/api/ysp.php?id=cctv2
CCTV3,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=971ab83291d4bc0c761125faaebcd214&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20260907002042&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=39.103.188.159&SecurityKey=20260907002042&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=35a03cadd084221fd0024b4e753f4c75&ddCalcu=5375vcaa40af3a3c5a7ded40b844220201df&sv=10004&ct=android
CCTV3,https://itv.1920.qzz.io/api/ysp.php?id=cctv3
CCTV4,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=874ceafcaa82e4f1e3d9c7fe811cde33&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20260907002042&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=39.103.188.159&SecurityKey=20260907002042&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=13e25cee396fb435dd6a8f668644d8a8&ddCalcu=81a3v8ead2y45a4c6e8e6369f68fab64d3d5&sv=10004&ct=android
CCTV4,https://itv.1920.qzz.io/api/ysp.php?id=cctv4
CCTV4欧洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?msisdn=929c512920611a4f5332aa5cd7e82acc&mdspid=&spid=699004&netType=0&sid=2200179315&pid=2028597139&timestamp=20260907002048&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807419&ParentNodeID=-99&assertID=2200179315&client_ip=39.103.188.159&SecurityKey=20260907002048&promotionId=&mvid=2200179315&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=67b92ace6e5937c62764d580182a0783&ddCalcu=3687v7ba09ya2a2a8c1e068e55d943677c26&sv=10004&ct=android
CCTV4美洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/51/index.m3u8?msisdn=029ede3417836e9b18cde52d87db437c&mdspid=&spid=699004&netType=0&sid=2200179344&pid=2028597139&timestamp=20260907002048&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608807416&ParentNodeID=-99&assertID=2200179344&client_ip=39.103.188.159&SecurityKey=20260907002048&promotionId=&mvid=2200179344&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=532bc87d5ea295499e9a2b85138b6330&ddCalcu=0533v32a6bybca88371d558eba22a995e499&sv=10004&ct=android
CCTV5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=c1bf251bff4c97706088f7854f475f11&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20260907002042&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=39.103.182.111&SecurityKey=20260907002042&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=f7baa7035db472dbde3b2c2852e5331b&ddCalcu=bf17v3ba3aw5aae72053852dcb24b732eddb&sv=10004&ct=android
CCTV5,https://itv.1920.qzz.io/api/ysp.php?id=cctv5
CCTV5+,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=77d1b8ba8acaceaabe85ccc380b57648&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260907002044&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=39.103.188.159&SecurityKey=20260907002044&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.8.2-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=3da21c7765340eed49b2a921e9e0c04a&ddCalcu=a34dv0aac2x01aec97e7162593a420be9e4d&sv=10004&ct=android
CCTV5+,https://itv.1920.qzz.io/api/ysp.php?id=cctv5p
